	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
16SC18405Y	0.0	-0.46799999999999997	-1.8530000000000002	-2.094	-1.051	-1.58	-0.851	-0.9590000000000001	-0.371	-0.299	0.7140000000000001	-0.474	-1.7919999999999998	-0.091	0.046	0.389	0.8590000000000001	-0.805	3.7489999999999997	3.659	0.105	1.561	-1.4240000000000002	-30.732
16SC19387Y	0.0	-0.735	-1.71	-1.361	-1.242	-1.844	-0.37200000000000005	-0.639	-0.46299999999999997	-0.599	-0.08900000000000001	-0.11800000000000001	-1.232	-0.5479999999999999	0.092	1.08	1.719	-0.36200000000000004	7.585	3.029	0.9490000000000001	1.314	-0.29	0.5489999999999999
16SC16947Y	0.44299999999999995	-0.401	-1.995	-1.361	-0.573	-1.712	0.106	-0.32	0.602	0.299	-0.08900000000000001	-0.5920000000000001	-1.232	-0.5479999999999999	0.506	1.4040000000000001	0.917	-0.523	2.7030000000000003	1.4509999999999998	-0.105	1.4369999999999998	-0.57	-29.05
16SC18812Y	0.222	-0.535	-1.9240000000000002	-2.199	-0.764	-1.054	-0.053	-0.5329999999999999	0.324	0.449	0.7140000000000001	-0.059000000000000004	-1.9040000000000001	0.456	0.138	1.123	1.5759999999999998	-0.322	4.359	2.65	-0.474	1.9709999999999999	-0.6409999999999999	-29.634
16SC11542Y	0.07400000000000001	-0.669	-1.639	-1.361	-0.764	-1.317	-0.37200000000000005	-1.172	-0.139	-0.15	0.8029999999999999	-0.5920000000000001	-0.672	-0.639	-0.414	0.7340000000000001	0.0	-0.805	3.487	1.136	0.21100000000000002	1.0270000000000001	-0.507	-0.069
16SC18816Y	0.44299999999999995	-0.33399999999999996	-1.995	-2.513	-0.86	-1.58	-0.266	-0.852	0.88	0.225	0.35700000000000004	-0.711	-1.7919999999999998	-0.5479999999999999	0.644	1.879	1.547	-1.127	5.928999999999999	1.767	-0.053	2.7110000000000003	0.145	2.9530000000000003
16SC13308Y	0.665	-0.401	-1.568	-1.78	-1.051	-1.975	-0.053	-0.9590000000000001	0.648	0.225	0.17800000000000002	-0.8290000000000001	-2.24	-1.004	0.92	0.778	1.318	-1.247	1.6569999999999998	2.461	-0.105	2.3409999999999997	-0.217	4.018
16SC16457Y	0.07400000000000001	-0.8690000000000001	-2.779	-3.142	-1.051	-2.37	-0.106	-2.451	0.8340000000000001	0.225	-0.35700000000000004	-1.421	-3.0239999999999996	-0.821	0.667	1.7280000000000002	2.464	-1.449	7.672000000000001	1.704	-0.105	2.628	0.8690000000000001	8.138
16SC11550Y	0.295	-0.669	-1.71	-1.99	-1.051	-1.317	-0.479	-1.0659999999999998	-0.509	0.15	0.446	0.474	-2.016	-0.183	-0.046	1.037	1.776	-1.288	6.103	3.281	-0.158	1.643	-1.159	-3.09
16SC16197Y	0.222	-0.134	-1.425	-1.885	-1.91	-1.975	-0.213	-1.172	0.46299999999999997	0.449	0.17800000000000002	-1.0070000000000001	-3.0239999999999996	-0.27399999999999997	0.506	1.253	1.089	-1.207	4.098	1.01	0.685	2.218	-1.2819999999999998	-28.226
16SC01235Y	0.14800000000000002	-0.401	-1.568	-1.885	-0.764	-1.317	-0.37200000000000005	-0.746	-0.509	0.299	0.08900000000000001	-0.474	-1.344	-0.183	-0.276	0.475	0.9740000000000001	-0.402	5.231	2.65	0.0	1.889	-1.014	-0.858
16SC99739Y	0.295	-0.401	-1.8530000000000002	-2.513	-1.146	-2.239	-0.053	-0.639	0.787	-0.225	0.08900000000000001	-0.17800000000000002	-1.9040000000000001	-0.365	0.782	1.383	2.0340000000000003	-1.046	5.492999999999999	2.713	-0.053	2.012	-0.35600000000000004	-28.535
16SC13042Y	-0.07400000000000001	-0.602	-1.14	-1.8330000000000002	-0.955	-1.119	-0.426	-0.746	-0.46299999999999997	0.225	0.17800000000000002	-0.237	-1.232	-0.183	0.138	0.7340000000000001	1.604	-0.483	4.882	2.7760000000000002	0.527	1.0270000000000001	-1.175	-30.904
16SC17336Y	0.812	-1.203	-3.563	-3.142	-1.242	-2.502	-0.479	-1.811	0.88	0.075	0.35700000000000004	-1.0659999999999998	-2.7439999999999998	-0.27399999999999997	0.621	1.7280000000000002	2.378	-1.207	6.539	2.5869999999999997	-0.105	2.957	-0.285	-27.814
16SC19222Y	0.591	-0.46799999999999997	-1.995	-1.99	-0.764	-1.712	0.0	-0.5329999999999999	0.509	0.898	0.268	0.11800000000000001	-2.016	0.183	0.414	1.253	1.9480000000000002	-1.288	4.446000000000001	2.65	0.0	2.136	-0.507	1.271
16SC14376Y	0.295	-0.33399999999999996	-2.138	-2.042	-1.242	-2.305	-0.16	-1.385	0.509	0.225	0.35700000000000004	-0.711	-1.7919999999999998	-0.502	0.598	0.972	0.917	-0.966	3.313	2.145	-0.053	2.094	-0.57	-28.809
mean	0.18132	-0.459965	-1.64725	-2.086275	-1.060755	-1.573095	-0.27716	-0.89002	0.135225	0.189035	0.123575	-0.584555	-1.837665	-0.356855	0.30958	0.97287	1.4505	-0.836725	4.19965	2.26638	-0.144885	1.81952	-1.14029/-0.41708	-14.40134
std	0.253162604112	0.241822152713	0.704612739784	0.525434339954	0.339464439231	0.639505160437	0.201584937022	0.46704968326	0.440209845318	0.305606726252	0.349668909264	0.536481920694	0.68625841037	0.42642809308	0.327686091362	0.485054815428	0.529655942179	0.43523874275	1.56570345662	1.00097677702	0.380601721128	0.513110398457	0.794715542719/1.07222039684	15.171486281
